	alpha	elutriation	cdc15	sporulation	heatshock	dithiothreitol	cold	diauxic                                                             
YIR022W                               	-0.082649774724813                    	-0.133988301981463                    	-0.0708919550681571                   	-0.0167566697811367                   	0.142890568889865                     	-0.0655089815685614                   	0.159051556140462                     	0.0626778441987237                    
YDL229W                               	-0.0706746252384441                   	0.115578201049118                     	-0.0434378683774006                   	-0.106501967201517                    	-0.181993723513938                    	-0.352992108105729                    	-0.00792875678259723                  	0.0726967238196206                    
YBR085W                               	0.00584798676225592                   	-0.0713663574727774                   	-0.150474949477181                    	-0.105492534728038                    	0.0228711227940673                    	-0.455929004710679                    	-0.306665158992211                    	0.140092553282839                     
YFL018C                               	-0.0602424363566429                   	0.327204511488552                     	0.230255654866057                     	-0.12439228293227                     	-0.0890140332014504                   	0.016870251129718                     	-0.22751757287006                     	0.353402749262033                     
YBR221C                               	-0.1534261137183                      	0.0805552824500583                    	-0.0105194642811097                   	-0.150871408779224                    	-0.0819112546492333                   	-0.239533253430282                    	-0.110484179956694                    	0.412040943627771                     
YER178W                               	0.123643857268535                     	0.344446679913758                     	-0.0519432771321477                   	-0.0920960066346416                   	0.146030232826388                     	-0.092536501593034                    	-0.268388368821361                    	0.49254105456702                      
YBR035C                               	-0.132638522535215                    	-0.251997029656157                    	-0.200800282057633                    	-0.126394806985991                    	-0.0537410418741011                   	-0.0219758995901135                   	-0.150808081872035                    	0.418630794679442                     
YMR264W                               	-0.189413810632343                    	-0.024927526887034                    	0.0167933792236019                    	-0.0665360014995555                   	0.069855377357193                     	-0.0478148030417955                   	-0.530595821375757                    	0.18821923085661                      
YDR188W                               	-0.322272021719281                    	0.63062347149106                      	0.014433303873714                     	-0.154678162147064                    	0.0413489195729663                    	0.0793131422207407                    	-0.0406202769710155                   	-0.0894947533789976                   
YKR048C                               	-0.129709410067261                    	0.126388183877732                     	0.0442201808922361                    	0.0115545861821097                    	0.170800917453495                     	-0.0544467432377054                   	-0.177962118935532                    	0.233920934516695                     
YDR498C                               	-0.178491676927951                    	-0.0841525415303712                   	0.261049735969322                     	-0.0108262029375242                   	-0.0731995002942048                   	-0.0881737384906327                   	-0.295607569781464                    	0.0115611742413108                    
YPR167C                               	-0.0745337672226967                   	-0.277957271918853                    	0.153687246770362                     	0.0586368654802882                    	-0.0963939437460402                   	0.00299855544499382                   	0.00881015882113493                   	0.00085751533005                      
YPR129W                               	-0.175807329342366                    	-0.0981009714322832                   	-0.0694569899925182                   	0.0246604385371299                    	-0.0704148322699298                   	-0.0997087220493033                   	0.411635990600505                     	-0.081320092526772                    
YBR041W                               	0.0459992362091457                    	-0.400202304551234                    	0.0608170132724733                    	0.0459286503755943                    	-0.188258220164151                    	-0.126033877735309                    	-0.137726067606727                    	0.135098906811559                     
YML007W                               	-0.12899083589732                     	-0.0240850818800816                   	0.0552777877517807                    	0.0676554773958715                    	-0.0304623782640329                   	-0.0365499596133047                   	0.0883559687558786                    	-0.0589148522017136                   
YDR284C                               	-0.232618862897974                    	-0.0157251536430815                   	0.110230239367838                     	0.0675423561348823                    	-0.0263174752313238                   	-0.0455051049287596                   	0.0412796390655622                    	0.168090384445631                     
YDR182W                               	-0.353709638573951                    	-0.076545946955591                    	0.0706426005826047                    	-0.0082958577905055                   	-0.151094671674768                    	-0.15573578504856                     	-0.0412632274175282                   	-0.00307523125567775                  
YGR252W                               	-0.106809900362549                    	-0.165035210196092                    	-0.0405229022674165                   	0.0295797255839115                    	-0.195040220553943                    	-0.096277942396022                    	0.141804844838734                     	0.0402184489786239                    
YML069W                               	0.0294666039127109                    	-0.15439886034417                     	0.207385002804306                     	0.10743014982193                      	-0.131364166252977                    	0.214545291388666                     	0.291679876250476                     	-0.219501511182654                    
YDL126C                               	-0.191148450801775                    	0.133564518784226                     	-0.244969252630155                    	0.0319941268006516                    	0.0226630619251763                    	-0.287793787686875                    	0.541000806229383                     	0.324300845816697                     
YOR124C                               	-0.0686157716371704                   	-0.272436571040817                    	-0.298268434808552                    	-0.0613068482239011                   	0.0818454675822367                    	-0.127695239535914                    	0.0742680170051858                    	0.147182368843847                     
YLR166C                               	-0.425921230482894                    	-0.155151524437289                    	-0.261930697809506                    	-0.151837334686065                    	-0.152963829500999                    	0.0525692693329571                    	-0.0819534952404536                   	0.0987761506187709                    
YJR035W                               	-0.199502756225686                    	-0.0330545248611868                   	-0.161672639675985                    	-0.0105415651254791                   	-0.00385569418745813                  	-0.0022421630804911                   	-0.0593092825176241                   	0.142642812697711                     
YDR268W                               	0.0891013588729484                    	-0.266813795422139                    	-0.0773706923556487                   	-0.138804638101285                    	-0.102143691026628                    	-0.165379787695973                    	-0.0027494337412439                   	0.0233734547615225                    
YPR173C                               	-0.290661879388812                    	-0.190871911679112                    	-0.15715005432806                     	-0.296779109112787                    	-0.175154834790849                    	-0.399496731516153                    	0.004049815500182                     	-0.28560572417378                     
YPL002C                               	-0.102973542122406                    	-0.0745254240517021                   	0.0849016050452128                    	0.0352770410366884                    	-0.0268811676362988                   	-0.0528529164696456                   	-0.06714343097626                     	-0.0385750147462484                   
YJR025C                               	0.0620384257819971                    	-0.222388962537313                    	0.0910050128214701                    	-0.127040029713504                    	0.0784414900673614                    	-0.188422740800295                    	-0.262313162875557                    	-0.0741821251100283                   
YCR024C                               	-0.0941475550402404                   	-0.321520381784807                    	0.356647275444102                     	-0.0667649981011641                   	-0.0552713062585891                   	0.0119401937539398                    	-0.521724360222259                    	-0.182463984005136                    
YGR080W                               	-0.265088406257637                    	-0.207936634068011                    	0.127591754103637                     	-0.195826300251459                    	0.110644418268198                     	0.211452186898109                     	-0.297814453746521                    	-0.0976203903221642                   
YDR189W                               	-0.0296966313392397                   	0.0318702580348578                    	-0.231010117893099                    	-0.00610286892717071                  	-0.0372503111429586                   	0.178333006938086                     	0.0243529549004987                    	-0.0943731055813597                   
YBR080C                               	-0.0903898901926113                   	0.00867568645131733                   	-0.201132991452234                    	-0.00302637985673846                  	-0.106472501222472                    	-0.0107785911941673                   	-0.10430374638526                     	-0.103350319179972                    
YOR321W                               	-0.0726851371860462                   	-0.00425350049104072                  	0.0686577989038594                    	0.105774494189377                     	0.0473917953791261                    	0.264494201458881                     	-0.255485434597836                    	0.142480018652817                     
YPL028W                               	0.136018746859918                     	0.277907521188407                     	-0.176069936453126                    	-0.0199824413089135                   	-0.050576270796067                    	0.259037370829252                     	0.0466665211849936                    	0.0514792027025474                    
YMR149W                               	-0.289095860935388                    	0.0934363094513409                    	-0.404183741933307                    	-0.093109738072187                    	-0.0699089816340045                   	0.388245395094171                     	0.0331336692942784                    	-0.0305684317676856                   
YDL052C                               	-0.136561669057123                    	0.330916120612159                     	-0.441592094655775                    	-0.025290992540807                    	0.257773856581153                     	0.062848101286292                     	-0.514750375198822                    	-0.342105949466663                    
YAL023C                               	-0.239618003335476                    	-0.185449618821274                    	-0.583543608125619                    	-0.0840464292730984                   	0.129688238072803                     	0.301814060443197                     	-0.0715596123840272                   	-0.370081661741067                    
YDL095W                               	-0.147183365297642                    	0.0334247758021062                    	-0.611499300667908                    	-0.0973554654472156                   	0.228995987419075                     	0.249582466272965                     	-0.0895004398584925                   	-0.224068018327975                    
YGL027C                               	0.197019409339485                     	-0.1975296367505                      	-0.249464753758408                    	-0.0972413976824771                   	0.0328446964002993                    	-0.139230223094584                    	-0.414141663098889                    	0.11160874105178                      
YGL200C                               	0.0530289042609369                    	0.311942649027017                     	-0.0270159935077907                   	0.134935595980032                     	0.0632753994098526                    	0.403845987612046                     	-0.277950084583352                    	0.0827714261458564                    
YOR099W                               	-0.194364488241903                    	-0.0117549993461644                   	-0.0516696367921173                   	0.175172408804081                     	0.203254175508299                     	0.289644247578605                     	0.503613623921087                     	-0.269090238372375                    
YKL073W                               	0.064878310782562                     	-0.162479002889152                    	-0.920245644152782                    	-0.122705816288397                    	-0.250000812694172                    	0.905968954583444                     	-0.429859677655794                    	-0.332017197605614                    
YDR518W                               	0.0425679537488933                    	-0.321598428073495                    	-0.458127238970186                    	0.209242742201105                     	-0.311124519482818                    	0.948867207255968                     	-0.704946895048253                    	-0.0743232701002754                   
YJL073W                               	-0.199941263406478                    	-0.0996353475737325                   	-0.415613292915303                    	0.168101025650777                     	0.33651122954404                      	0.362987292922375                     	0.149489357682941                     	-0.369603305452812                    
YDR503C                               	-0.0994679150780822                   	-0.234455095787065                    	-0.236677018418963                    	0.259072734677445                     	0.154032948792674                     	0.237223555317247                     	-0.216252424581234                    	0.210844076921546                     
YER136W                               	0.423687606761455                     	-0.152728371480562                    	-0.121151309288668                    	-0.235907265727762                    	-0.120057371651329                    	0.177644149606128                     	0.286530480332009                     	-0.284581811657568                    
YKL184W                               	0.0716864468575514                    	0.0469476443467169                    	-0.232382826665259                    	-0.222545762753108                    	-0.107879878332055                    	-0.12681728411283                     	0.033425217394649                     	-0.564061487241596                    
YOR103C                               	0.0181397987940308                    	-0.16232747152989                     	-0.180972317927963                    	-0.082252740294498                    	-0.177076113771609                    	0.0956836341096267                    	0.13300723610139                      	0.065948641240002                     
YGR040W                               	-0.0553215208233165                   	0.102634541057777                     	-0.151837065125027                    	-0.253448670895852                    	0.0590727605453992                    	0.470138375558128                     	0.396970734995436                     	-0.0241603465458791                   
YDR047W                               	-0.0223943058648481                   	0.0703180858602161                    	-0.117996629577466                    	-0.0366360923455044                   	-0.0993623070588377                   	0.148793183702943                     	0.415367709746144                     	0.024292605696578                     
YKL114C                               	-0.027335044581226                    	0.125901698382104                     	0.0272898643083862                    	0.00711079611757828                   	0.0216002988718576                    	0.117902659816901                     	0.189457995687896                     	0.0282672881747047                    
YHR183W                               	-0.101949179959989                    	-0.227296685376215                    	-0.5297413878528                      	-0.0830085510175104                   	0.030925218353741                     	0.11355340372101                      	-0.125095856357888                    	-0.302128824079114                    
YBR097W                               	0.141293957332101                     	-0.145964975608093                    	-0.11566047353438                     	0.00524430112089557                   	-0.384701368460827                    	-0.192069632557721                    	-0.017967858424169                    	-0.292810972025338                    
YPL227C                               	0.131267212402756                     	-0.409902963884984                    	-0.263597975418379                    	-0.10335406781553                     	-0.209897398027293                    	0.256525067618582                     	0.24041664552934                      	-0.212239410489201                    
YPR124W                               	0.519265969527218                     	-0.442034209659934                    	-0.434175479312467                    	-0.4618303789618                      	0.443198571622984                     	0.473339536100756                     	-0.388370066034501                    	-0.447933727337327                    
YCL050C                               	0.184499180096635                     	0.191190880849363                     	-0.335964729295197                    	-0.0365059971923393                   	0.120087457846219                     	-0.0263116486794964                   	0.0154124682861515                    	-0.57473907238673                     
YLL039C                               	0.0928155837538991                    	0.289864686680423                     	0.14899637802315                      	-0.0341407662560399                   	0.386482280511199                     	0.113256249577812                     	-0.0929840535014977                   	-0.201808601867459                    
YOR014W                               	0.0122829970904261                    	0.138066939719324                     	-0.218233804108261                    	-0.182234610789559                    	-0.0827910639751713                   	-0.327004627582448                    	-0.0263667606533902                   	-0.167456123413405                    
YGR254W                               	-0.0638781087894955                   	0.172467954954847                     	-0.117898394800087                    	-0.146953553244996                    	-0.130932259856607                    	0.217206171670936                     	-0.379209470258284                    	-0.0341821322283526                   
YNR030W                               	-0.478840266404754                    	-0.161955544360593                    	-0.159670944039656                    	-0.151432635479939                    	0.17104944637326                      	0.128991912160776                     	-0.188958888509447                    	-0.00104118551895627                  
YOR201C                               	-0.20276029069004                     	-0.00486353099102335                  	0.329641372573759                     	-0.193104898454474                    	0.0518060969808728                    	-0.285470582567329                    	0.0959284962370294                    	0.0909449745611784                    
YML121W                               	-0.325715544787038                    	0.0288961565107872                    	0.115642403088925                     	-0.160621796983322                    	-0.143794637858866                    	-0.109974046996129                    	0.281878260809869                     	0.227348401883888                     
YPL082C                               	0.620034819629711                     	-0.438534855264042                    	-0.0157486341778251                   	-0.137126507939878                    	-0.321838488920354                    	-0.43337230384068                     	-0.185788544265681                    	-0.284761815473619                    
YLR256W                               	0.831688253817352                     	0.149535180157783                     	-0.104737345000145                    	-0.0660551524636034                   	-0.0930923016687154                   	-0.139365293159673                    	0.0754453114038679                    	-0.34560710712452                     
YBL005W                               	1.38044948567627                      	-0.00589194082395353                  	-0.0080149009550892                   	-0.237159118275802                    	-0.51091666383258                     	-0.303556464282855                    	0.084180169722258                     	-0.26718276796696                     
YJR028W                               	1.51802113990842                      	-0.0866315830109538                   	0.17909919096016                      	-0.253438605561089                    	-0.541684883098899                    	-0.281688620744814                    	-0.29866303248899                     	-0.076587446664439                    
YER172C                               	0.873232579153686                     	-0.117015971887222                    	-0.0999549041969948                   	-0.10166602622085                     	-0.314618119958529                    	-0.430036073232961                    	-0.0971463370602665                   	-0.1324552437171                      
YGR112W                               	1.32433401618712                      	-0.038038468561447                    	0.464830173265594                     	-0.26396537534857                     	-0.31579126968465                     	-0.73051294003177                     	-0.600052329333766                    	0.112572812436911                     
YKL074C                               	0.360831737240176                     	-0.18970609174759                     	0.181158115294756                     	-0.292935670507309                    	-0.362468306060513                    	-0.322939018623245                    	-0.932955851968274                    	-0.168831399339439                    
YBL066C                               	0.268864339903413                     	-0.173462485366199                    	-0.168031791449567                    	-0.240052515074445                    	-0.325529450597056                    	-0.532999983850929                    	-0.282341165823537                    	-0.0067039317172553                   
YGL237C                               	-0.00383779179791622                  	-0.187334008684684                    	-0.0383270612814811                   	-0.0944759341810368                   	-0.0937423329780418                   	-0.279135796514617                    	-0.0998919092372673                   	-0.0507199354343508                   
YLR148W                               	0.0979942076322444                    	-0.283731126157957                    	-0.250042608700871                    	-0.159998189293711                    	-0.337593802873572                    	-0.267398207858312                    	-0.110885299942469                    	-0.236874543400861                    
YGL044C                               	-0.134581158156088                    	-0.254173740277128                    	0.0835351981417663                    	-0.167967589584698                    	-0.363267920845845                    	0.332447951205568                     	-0.171917322808145                    	0.140529242173644                     
YFR037C                               	0.377828914210318                     	0.132673633766892                     	-0.0776219141190853                   	-0.244106190878119                    	-0.176114308970864                    	-0.2159500200656                      	-0.104914356231235                    	-0.0822859159995108                   
YMR043W                               	0.0296116468981033                    	0.495581717726032                     	0.034716157590183                     	-0.149635617135828                    	-0.170234470678566                    	-0.380370810299435                    	-0.293213882646135                    	-0.491560688535825                    
YNL280C                               	-0.098708860122315                    	-0.167314987421538                    	-0.112560604090759                    	-0.232482159978476                    	0.0248665578889944                    	-0.282107337946593                    	-0.088370449621791                    	0.205846841401205                     
YOL147C                               	-0.109052855935093                    	-0.0103459499695565                   	-0.252103363407118                    	-0.0378689501099725                   	-0.0632030442298871                   	-0.389501546699507                    	-0.182370094519282                    	0.00354145962367814                   
YGR009C                               	-0.313876365971054                    	0.0816053775533244                    	-0.263679476880135                    	-0.0986297084820144                   	0.157478453731483                     	0.223459915684594                     	0.0509755441850087                    	0.0475814670149979                    
YHL031C                               	-0.268562972922928                    	0.0427158491983329                    	0.136969725313284                     	-0.107755303950234                    	0.0672101228275516                    	0.100519142439842                     	-0.259910787220681                    	0.0745535910884429                    
YGL038C                               	-0.0959641218808319                   	0.243619420766208                     	0.317149641864015                     	-0.211486854293465                    	0.0392780571162011                    	0.315334573958688                     	-0.0177834687315503                   	0.0880471650164558                    
YFL045C                               	0.388052759138656                     	0.125959354689489                     	-0.132518990706049                    	-0.160623807237691                    	-0.72878690350588                     	0.676444392976315                     	-0.498756258798519                    	0.117636959093679                     
YEL002C                               	-0.0906731603757377                   	-0.102169003670995                    	-0.223675348592989                    	-0.188809333756788                    	-0.174172478152749                    	-0.283647136688617                    	0.524333812259683                     	-0.213352079042065                    
YDL078C                               	-0.216975422446194                    	0.429212831902596                     	0.306048457914392                     	0.0267171238650055                    	-0.283130904196709                    	0.244584873864642                     	-0.601304441539661                    	0.203933261582612                     
YHR190W                               	-0.107326086140239                    	0.000158644835008067                  	0.222632482067076                     	-0.0930040479485                      	-0.15428878738655                     	0.22285210039169                      	-0.0995376107179425                   	0.0511729146376234                    
YFL048C                               	-0.243007229405635                    	0.00718804799579575                   	-0.0502794870513522                   	-0.119828002183369                    	-0.0206345743907921                   	0.010427409024934                     	-0.479048282987206                    	0.106571873159744                     
YHR001W                               	-0.281672346183589                    	0.224447539229835                     	-0.143329137279507                    	0.0154808448000083                    	-0.0301769831617962                   	-0.148050298344949                    	-0.375735510525888                    	0.165754211931148                     
YBL091C                               	-0.213521616942586                    	0.127779025127134                     	-0.203320138542626                    	-0.0531262633205934                   	0.0496657396514027                    	-0.445474581672727                    	0.0640894163553241                    	-0.135725809158033                    
YMR236W                               	-0.327005620411233                    	0.143479254901403                     	0.116847001898906                     	-0.145248464424942                    	-0.0383413594569664                   	0.000256633123670753                  	0.114505033725051                     	0.087636223363497                     
YOR288C                               	-0.441303537747452                    	-0.147822091985808                    	0.292954565033154                     	-0.237599881124288                    	0.326328853507775                     	0.67399962479819                      	-0.255735953578122                    	-0.119924091519346                    
YJR104C                               	0.087523523835997                     	0.562288168711264                     	0.074244829164298                     	-0.0542944150193361                   	0.508684988545378                     	0.0718707816342916                    	-0.532070938916705                    	0.401245549546711                     
YML028W                               	-0.12444596805913                     	0.327508756032904                     	-0.283615439002001                    	-0.338011296860347                    	-0.0825914780907561                   	1.457959789586                        	-1.43009411534884                     	0.141666546716737                     
YGR209C                               	0.0366681567570048                    	0.33719495651323                      	0.00593520299686204                   	-0.349146604640805                    	0.0127589831916491                    	1.3919510487766                       	-0.590981514926207                    	0.411544151642686                     
YHR008C                               	-0.362422887030844                    	0.284088354376852                     	0.340394144599067                     	-0.0799134175864666                   	0.426038952742056                     	0.226242359025445                     	-0.442224406362905                    	0.0398989189787345                    
YBR171W                               	-0.0360193293902133                   	-0.144687035290282                    	-0.134254404764989                    	-0.224729241491369                    	-0.13763258258351                     	0.128127463744201                     	-0.173339826536278                    	-0.468644253417668                    
YPL094C                               	-0.50625718392471                     	0.0151874703073016                    	-0.475469231640019                    	-0.475688355471454                    	-0.0324524105563562                   	0.181547674487224                     	-0.112571838125739                    	-0.357766920818394                    
YLR418C                               	-0.392962571057                       	-0.135492558014772                    	-0.0550257353392403                   	-0.208086284068898                    	-0.176999732974017                    	-0.0328760538428616                   	-0.0423821156570303                   	0.0277267847971863                    
YGL100W                               	-0.0832062208099765                   	0.13730357983496                      	0.0669824458561976                    	-0.132353418540723                    	-0.116849907838996                    	-0.0968722506824172                   	-0.106172743479028                    	-0.0434722238107324                   
YOR332W                               	-0.346884902164787                    	0.227579774856737                     	-0.623058471443446                    	-0.286468501395485                    	-0.329179308599047                    	-0.131044977150141                    	-0.445246563078833                    	-0.0989008465744972                   
YML012W                               	-0.211298931280938                    	0.105166457900554                     	-0.0803534453789117                   	-0.194746178695982                    	-0.287664809016877                    	0.44251654724726                      	-1.31890568261328                     	0.126359981009098                     
YPL218W                               	-0.165008770650179                    	-0.0503380960823194                   	-0.358751893836926                    	-0.148449041195854                    	-0.275250651756104                    	0.118199813960099                     	-0.795941277573381                    	-0.207647188664919                    
YDR304C                               	-0.12925379936985                     	0.0518293970551451                    	-0.106171059553564                    	-0.181693436513934                    	0.0664878422755654                    	-0.238169045772875                    	-0.302783321536614                    	-0.0349156661708118                   
YPR183W                               	-0.387215999848799                    	0.224046722823409                     	-0.334494533189324                    	-0.411297264000014                    	-0.0384435889572108                   	-0.0327815047972988                   	0.173850035711926                     	0.214286518226357                     
YMR039C                               	-0.39734316038336                     	-0.23213594530164                     	0.220475989781947                     	-0.66010213460759                     	-0.544190724133906                    	0.340322536000304                     	-0.37859982580337                     	-0.300693901887063                    
YBR279W                               	-0.120930921298115                    	-0.109419315929205                    	-0.310270190899066                    	-0.307191894938053                    	0.0484854921257825                    	-0.0964940545001658                   	-0.169444473605828                    	-0.251383286973487                    
YHR106W                               	-0.160581860243105                    	-0.0277605233371762                   	0.0250953060913993                    	-0.219109906371404                    	-0.00129518950257907                  	0.196621493751247                     	-0.277407534807165                    	-0.0310374107541104                   
YDR353W                               	-0.0710423270919291                   	0.158409641742911                     	0.113903428798847                     	-0.52935439250182                     	0.243321465553848                     	0.0984930914634948                    	-0.0688005247321747                   	-0.447040932171749                    
YJL101C                               	-0.0056827404461325                   	-0.0335230823385921                   	-0.254789087301404                    	-0.527278099012435                    	-0.395165749605538                    	0.11328326359083                      	-0.17597051717704                     	-0.048411669993489                    
YPL010W                               	0.137166560886786                     	0.0751057711773539                    	-0.312504098334583                    	-0.301733542597918                    	-0.0967520118401607                   	0.213977997115289                     	-0.189167895674117                    	-0.109822922328459                    
YOR198C                               	0.15222439371107                      	-0.0193003513532                      	-0.486442882514451                    	-0.493299180657135                    	-0.00904874092526417                  	0.808178227458414                     	-0.158295172244302                    	-0.140410949309385                    
YLR066W                               	-0.0273533140242814                   	0.0243849116480865                    	0.138210215767675                     	-0.30270758771876                     	-0.162839622973836                    	-0.136285695675626                    	-0.147681180226006                    	-0.184325145743652                    
YIL076W                               	-0.079753838587344                    	-0.360073374769845                    	-0.0320367589360943                   	-0.415651311288053                    	-0.474091055349185                    	0.565794995654737                     	-0.413399277373111                    	-0.0597208564989615                   
YGR207C                               	-0.274008559744102                    	0.0694625442889373                    	0.328105079105682                     	-0.357833262828327                    	-0.152055523039759                    	0.312281990487658                     	-0.297277696316699                    	0.158603146808218                     
YGR167W                               	0.0298121474848728                    	0.0750426007695528                    	0.161563893204676                     	-0.2007457162123                      	-0.357987793642545                    	0.43495262360223                      	-0.698961953166637                    	0.253000778254352                     
YNL079C                               	0.152718267523061                     	0.440683147941673                     	0.32684632960685                      	-0.528253978469427                    	-0.524028100441133                    	0.613191081494753                     	-1.03481329740539                     	-0.0715278571104103                   
YKL007W                               	-0.235781469139924                    	-0.118919673875881                    	0.243792684732795                     	-0.216370882039208                    	0.0456418170220917                    	-0.171620024703122                    	-0.347029607332106                    	0.196278984085014                     
YIL138C                               	0.148355085417747                     	0.0231904301464884                    	-0.0563472008793145                   	-0.29559418687116                     	-0.246639845725514                    	-0.0190989072037002                   	-0.167582716945018                    	0.0198194158449069                    
YKL019W                               	-0.363541491641004                    	-0.0715060230561575                   	-0.0154420549878672                   	-0.222740898822735                    	-0.0502030536671952                   	-0.426875433709859                    	-0.126221985030346                    	0.181347598758396                     
YLR354C                               	-0.125846588823985                    	0.045344392813413                     	0.0310517065049088                    	-0.579083107495777                    	-0.158280611012158                    	0.2980591126337                       	-0.395439142077428                    	-0.192212294672933                    
YHR043C                               	-0.0219769242896632                   	-0.333466819664835                    	-0.146671398134108                    	-0.425473813552457                    	0.416614770004495                     	-0.17018828201317                     	0.0751267323537941                    	0.249643785474643                     
YHR044C                               	0.0068755217280441                    	-0.313970983904781                    	-0.021111115230986                    	-0.341486788793303                    	0.124766284900931                     	0.22258196026151                      	0.0366636217082034                    	0.0409313975306826                    
YLR200W                               	-0.0785578235331113                   	-0.24579170548213                     	0.00813541452393226                   	-0.215523324562138                    	-0.137009247475284                    	0.312227962461622                     	-0.261206824719846                    	-0.351284812823595                    
YKL013C                               	-0.362852299465674                    	0.0405337171013052                    	0.234806094509201                     	-0.130533381119053                    	-0.137101836680686                    	0.118199813960099                     	-0.383336999738863                    	0.079351114404333                     
YLL050C                               	0.053565370956406                     	-0.205524772169449                    	0.260401474806483                     	-0.0679813651436399                   	-0.137045160222001                    	0.132544254872638                     	-0.438769754451724                    	-0.158186697865155                    
YOR122C                               	-0.0798941151024773                   	0.23348467099303                      	0.0753797826583628                    	-0.241847926963941                    	0.038533000043435                     	0.0920637563652196                    	-0.307136269829896                    	-0.0356022600402324                   
YDL029W                               	-0.0188161802272535                   	-0.113867411618778                    	-0.0342341618914375                   	-0.11315909744535                     	0.0787698957158148                    	0.262994923736384                     	0.00908046831816748                   	0.00123206553198418                   
YLR250W                               	0.0197188525546462                    	-0.0575495111613005                   	0.290113531796668                     	0.0305462335325819                    	-0.117419003046574                    	0.271733956947695                     	-0.647808777026435                    	0.392870377681237                     
YIL062C                               	-0.267454649465758                    	-0.168536003710134                    	0.296727187103968                     	-0.147071020570041                    	-0.20011101564068                     	0.175685633662326                     	-0.217050802988541                    	0.37110071078207                      
YOR002W                               	-0.505180897736933                    	-0.0687514765520821                   	-0.396816287023634                    	-0.0904731720761207                   	-0.00687151741332223                  	-0.0198282855551851                   	-0.328605601631695                    	0.334641811512116                     
YDL066W                               	0.594041171810487                     	0.372288104375627                     	0.0673465501036918                    	-0.242548059750024                    	-0.289920108323306                    	-0.152642680558003                    	-0.571935797382622                    	-0.0382623281423815                   
